region,waste_type,incin_type,property,value,unit
JP,msw_glass,inc_cont_fluid,min,0.0,kg/Gg
JP,msw_glass,inc_semi_stoker,min,0.0,kg/Gg
JP,msw_glass,inc_semi_fluid,min,0.0,kg/Gg
JP,msw_glass,inc_batch_stoker,min,0.0,kg/Gg
JP,msw_glass,inc_batch_fluid,min,0.0,kg/Gg
JP,msw_glass,inc_pgm_shaft,min,0.0,kg/Gg
JP,msw_glass,inc_pgm_fluid,min,0.0,kg/Gg
JP,msw_glass,inc_pgm_rotary,min,0.0,kg/Gg
JP,msw_glass,inc_cont_stoker,max,0.4,kg/Gg
JP,msw_glass,inc_cont_fluid,max,0.0,kg/Gg
JP,msw_glass,inc_semi_stoker,max,12.0,kg/Gg
JP,msw_glass,inc_semi_fluid,max,376.0,kg/Gg
JP,msw_glass,inc_batch_stoker,max,120.0,kg/Gg
JP,msw_glass,inc_batch_fluid,max,474.0,kg/Gg
JP,msw_glass,inc_pgm_shaft,max,11.62,kg/Gg
JP,msw_glass,inc_pgm_fluid,max,19.4,kg/Gg
JP,msw_glass,inc_pgm_rotary,max,10.8,kg/Gg
JP,msw_glass,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_glass,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_glass,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_glass,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw_other,inc_cont_stoker,def,0.2,kg/Gg
JP,msw_other,inc_cont_fluid,def,0.0,kg/Gg
JP,msw_other,inc_semi_stoker,def,6.0,kg/Gg
JP,msw_other,inc_semi_fluid,def,188.0,kg/Gg
JP,msw_other,inc_batch_stoker,def,60.0,kg/Gg
JP,msw_other,inc_batch_fluid,def,237.0,kg/Gg
JP,msw_other,inc_pgm_shaft,def,5.81,kg/Gg
JP,msw_other,inc_pgm_fluid,def,9.7,kg/Gg
JP,msw_other,inc_pgm_rotary,def,5.4,kg/Gg
JP,msw_other,inc_cont_stoker,min,0.0,kg/Gg
JP,msw_other,inc_cont_fluid,min,0.0,kg/Gg
JP,msw_other,inc_semi_stoker,min,0.0,kg/Gg
JP,msw_other,inc_semi_fluid,min,0.0,kg/Gg
JP,msw_other,inc_batch_stoker,min,0.0,kg/Gg
JP,msw_other,inc_batch_fluid,min,0.0,kg/Gg
JP,msw_other,inc_pgm_shaft,min,0.0,kg/Gg
JP,msw_other,inc_pgm_fluid,min,0.0,kg/Gg
JP,msw_other,inc_pgm_rotary,min,0.0,kg/Gg
JP,msw_other,inc_cont_stoker,max,0.4,kg/Gg
JP,msw_other,inc_cont_fluid,max,0.0,kg/Gg
JP,msw_other,inc_semi_stoker,max,12.0,kg/Gg
JP,msw_other,inc_semi_fluid,max,376.0,kg/Gg
JP,msw_other,inc_batch_stoker,max,120.0,kg/Gg
JP,msw_other,inc_batch_fluid,max,474.0,kg/Gg
JP,msw_other,inc_pgm_shaft,max,11.62,kg/Gg
JP,msw_other,inc_pgm_fluid,max,19.4,kg/Gg
JP,msw_other,inc_pgm_rotary,max,10.8,kg/Gg
JP,msw_other,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_other,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_other,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw_other,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,msw,inc_cont_stoker,def,0.2,kg/Gg
JP,msw,inc_cont_fluid,def,0.0,kg/Gg
JP,msw,inc_semi_stoker,def,6.0,kg/Gg
JP,msw,inc_semi_fluid,def,188.0,kg/Gg
JP,msw,inc_batch_stoker,def,60.0,kg/Gg
JP,msw,inc_batch_fluid,def,237.0,kg/Gg
JP,msw,inc_pgm_shaft,def,5.81,kg/Gg
JP,msw,inc_pgm_fluid,def,9.7,kg/Gg
JP,msw,inc_pgm_rotary,def,5.4,kg/Gg
JP,msw,inc_cont_stoker,min,0.0,kg/Gg
JP,msw,inc_cont_fluid,min,0.0,kg/Gg
JP,msw,inc_semi_stoker,min,0.0,kg/Gg
JP,msw,inc_semi_fluid,min,0.0,kg/Gg
JP,msw,inc_batch_stoker,min,0.0,kg/Gg
JP,msw,inc_batch_fluid,min,0.0,kg/Gg
JP,msw,inc_pgm_shaft,min,0.0,kg/Gg
JP,msw,inc_pgm_fluid,min,0.0,kg/Gg
JP,msw,inc_pgm_rotary,min,0.0,kg/Gg
JP,msw,inc_cont_stoker,max,0.4,kg/Gg
JP,msw,inc_cont_fluid,max,0.0,kg/Gg
JP,msw,inc_semi_stoker,max,12.0,kg/Gg
JP,msw,inc_semi_fluid,max,376.0,kg/Gg
JP,msw,inc_batch_stoker,max,120.0,kg/Gg
JP,msw,inc_batch_fluid,max,474.0,kg/Gg
JP,msw,inc_pgm_shaft,max,11.62,kg/Gg
JP,msw,inc_pgm_fluid,max,19.4,kg/Gg
JP,msw,inc_pgm_rotary,max,10.8,kg/Gg
JP,msw,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,msw,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_food,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_food,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_food,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_food,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_food,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_food,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_food,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_food,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_food,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_food,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_food,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_food,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_food,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_food,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_food,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_food,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_food,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_food,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_food,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_food,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_food,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_food,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_food,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_food,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_food,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_food,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_food,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_food,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_food,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_food,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_food,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_textile,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_textile,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_textile,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_textile,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_textile,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_textile,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_textile,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_textile,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_textile,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_textile,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_textile,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_textile,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_textile,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_textile,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_textile,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_textile,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_textile,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_textile,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_textile,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_textile,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_textile,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_textile,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_textile,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_textile,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_textile,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_textile,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_textile,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_textile,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_wood,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_wood,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_wood,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_wood,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_wood,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_wood,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_wood,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_wood,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_wood,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_wood,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_wood,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_wood,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_wood,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_wood,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_wood,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_wood,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_wood,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_wood,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_wood,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_wood,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_wood,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_wood,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_wood,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_wood,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_wood,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_wood,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_wood,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_wood,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_paper,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_paper,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_paper,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_paper,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_paper,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_paper,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_paper,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_paper,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_paper,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_paper,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_paper,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_paper,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_paper,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_paper,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_paper,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_paper,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_paper,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_paper,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_paper,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_paper,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_paper,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_paper,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_paper,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_paper,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_paper,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_paper,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_paper,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_paper,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_petroleum,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_petroleum,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_petroleum,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_petroleum,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_rubber,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_rubber,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_rubber,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_rubber,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_rubber,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_rubber,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_rubber,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_rubber,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_rubber,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_rubber,inc_pgm_rotary,max,10.8,kg/Gg
JP,isw_rubber,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_cont_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_cont_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_semi_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_semi_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_batch_stoker,abs_max,inf,kg/Gg
JP,isw_rubber,inc_batch_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_fluid,abs_max,inf,kg/Gg
JP,isw_rubber,inc_pgm_rotary,abs_max,inf,kg/Gg
JP,isw_construction,inc_cont_stoker,def,0.2,kg/Gg
JP,isw_construction,inc_cont_fluid,def,0.0,kg/Gg
JP,isw_construction,inc_semi_stoker,def,6.0,kg/Gg
JP,isw_construction,inc_semi_fluid,def,188.0,kg/Gg
JP,isw_construction,inc_batch_stoker,def,60.0,kg/Gg
JP,isw_construction,inc_batch_fluid,def,237.0,kg/Gg
JP,isw_construction,inc_pgm_shaft,def,5.81,kg/Gg
JP,isw_construction,inc_pgm_fluid,def,9.7,kg/Gg
JP,isw_construction,inc_pgm_rotary,def,5.4,kg/Gg
JP,isw_construction,inc_cont_stoker,min,0.0,kg/Gg
JP,isw_construction,inc_cont_fluid,min,0.0,kg/Gg
JP,isw_construction,inc_semi_stoker,min,0.0,kg/Gg
JP,isw_construction,inc_semi_fluid,min,0.0,kg/Gg
JP,isw_construction,inc_batch_stoker,min,0.0,kg/Gg
JP,isw_construction,inc_batch_fluid,min,0.0,kg/Gg
JP,isw_construction,inc_pgm_shaft,min,0.0,kg/Gg
JP,isw_construction,inc_pgm_fluid,min,0.0,kg/Gg
JP,isw_construction,inc_pgm_rotary,min,0.0,kg/Gg
JP,isw_construction,inc_cont_stoker,max,0.4,kg/Gg
JP,isw_construction,inc_cont_fluid,max,0.0,kg/Gg
JP,isw_construction,inc_semi_stoker,max,12.0,kg/Gg
JP,isw_construction,inc_semi_fluid,max,376.0,kg/Gg
JP,isw_construction,inc_batch_stoker,max,120.0,kg/Gg
JP,isw_construction,inc_batch_fluid,max,474.0,kg/Gg
JP,isw_construction,inc_pgm_shaft,max,11.62,kg/Gg
JP,isw_construction,inc_pgm_fluid,max,19.4,kg/Gg
JP,isw_construction,inc_pgm_rotary,max,10.8,kg/Gg
